place_id,google_id,name,phone,website,address,city,state_code,postal_code,latitude,longitude,type,subtypes,category,rating,reviews,backflow_score,tier,best_evidence_url,location_link,reviews_link,image_urls,provider_slug,city_slug,state_slug
ChIJa-_HJevjYqERvlMDxvwTg7s,0xa162e3eb25c7ef6b:0xbb8313fcc60353be,ECONOMIC BACKFLOW TESTING A FIRE PROTECTION COMPANY SCR-G-3314362 ACR-3442128 ECR-3445033,+1 817-658-9054,https://sites.google.com/economicbackflowtesting.com/economic-backflow-testing?usp=sharing,"406 N Dwight Ave, Dallas, TX 75211",Dallas,TX,75211.0,32.7483986,-96.9073352,Fire protection service,Fire protection service,Fire protection service,5.0,4,7,testing,https://sites.google.com/economicbackflowtesting.com/economic-backflow-testing?usp=sharing,"https://www.google.com/maps/place/ECONOMIC+BACKFLOW+TESTING+A+FIRE+PROTECTION+COMPANY+SCR-G-3314362+ACR-3442128+ECR-3445033/@32.7483986,-96.90733519999999,14z/data=!4m8!1m2!2m1!1sECONOMIC+BACKFLOW+TESTING+A+FIRE+PROTECTION+COMPANY+SCR-G-3314362+ACR-3442128+ECR-3445033!3m4!1s0xa162e3eb25c7ef6b:0xbb8313fcc60353be!8m2!3d32.7483986!4d-96.90733519999999",https://search.google.com/local/reviews?placeid=ChIJa-_HJevjYqERvlMDxvwTg7s&q=*&authuser=0&hl=en&gl=US,"[""https://lh3.googleusercontent.com/sitesv/APaQ0ST8oM_GvSw_Rx3yKuaWflCkyC_KiVB_4w8QeNihWUAthwggmm3pACYPzOVFEcmgMskwHnHygPZ9PhLScbuP3F0GeAbkspVoG7AkUULzK5nbqQqNni8zFsbzNdVWPYBP6llWkip0V_iSQf09Kmb5EKPY6F2h91HXTnc6cmOHdMPthOevuqPVnBdo2x0NXD_fd82GZzaOvohsb1_Y-ZvkWkCTE0CdZP-ygK9F=w1280"", ""https://lh3.googleusercontent.com/sitesv/APaQ0STpGHRp0y3qab-PxnWeYvNaoXWIFkhkNEo5PqEqQKtV-84c4ft8JpAoJQKeRXfV1FbDrYm4TV8O1Ntql3AVD2EndX55jSmKkCF0nptUS_TOS2KdanxXli6kpH9KiZzPhtgVtmGdCkC2gt01R6NxKKQFSYUjwWu8xVvUT9shgJHcPIZ9w8s2UhVsZbaLlz4RF8FjWkHp-hZ9x-irfspW2Y1zZ7H55rle8_yqyc8=w1280"", ""https://lh3.googleusercontent.com/sitesv/APaQ0SQgTD0qtJcExK_DfchHSF1Jt01lX2PCcaaQid58trpdEVHzSdFJUYsLyIyD27Zn6XwJ28kVTRriVllRLCxIew20x9LjT2UjwnVw1cinKWx4ZWEgAChg0RIqPd43R78GcgiRo4j4z5XCEHknof5Po8BAvZltrYyzRCHF-XXNRyqnxaZh4VrJiayWnURPIg41hZAlMvhP81qL6TElSRQ5LzKp7OhxmvauX-Xa1Bs=w1280""]",economic-backflow-testing-a-fire-protection-compan-dallas-tx,dallas,tx
ChIJOQQ8Nbxg3wARLbWFj9nB7b8,0xdf60bc353c0439:0xbfedc1d98f85b52d,Idaho Backflow Testing,+1 208-861-2751,https://mpsid.com,"8150 W Brookview Dr, Boise, ID 83709",Boise,ID,83709.0,43.602101,-116.2837122,Lawn sprinkler system contractor,"Lawn sprinkler system contractor, Plumber",Lawn sprinkler system contractor,5.0,3,10,testing,https://mpsid.com,"https://www.google.com/maps/place/Idaho+Backflow+Testing/@43.602101,-116.2837122,14z/data=!4m8!1m2!2m1!1sIdaho+Backflow+Testing!3m4!1s0xdf60bc353c0439:0xbfedc1d98f85b52d!8m2!3d43.602101!4d-116.2837122",https://search.google.com/local/reviews?placeid=ChIJOQQ8Nbxg3wARLbWFj9nB7b8&q=*&authuser=0&hl=en&gl=US,"[""https://images.squarespace-cdn.com/content/v1/67f72c5a4efc2f55ca72e6a6/00fff353-f154-423c-8da0-f6c49ee97f96/hero-image-min.png"", ""https://images.squarespace-cdn.com/content/v1/67f72c5a4efc2f55ca72e6a6/00fff353-f154-423c-8da0-f6c49ee97f96/hero-image-min.png?format=100w"", ""https://images.squarespace-cdn.com/content/v1/67f72c5a4efc2f55ca72e6a6/00fff353-f154-423c-8da0-f6c49ee97f96/hero-image-min.png?format=300w""]",idaho-backflow-testing-boise-id,boise,id
ChIJo3D-Xwwx9ocR3BoSvzKjfrQ,0x87f6310c5ffe70a3:0xb47ea332bf121adc,South Metro Backflow Testing llc,+1 612-386-0147,https://southmetrobackflowtesting.com,"15245 Greenhaven Ln, Burnsville, MN 55306",Burnsville,MN,55306.0,44.728832399999995,-93.2920068,Water testing service,Water testing service,Water testing service,5.0,1,10,testing,https://southmetrobackflowtesting.com,"https://www.google.com/maps/place/South+Metro+Backflow+Testing+llc/@44.728832399999995,-93.2920068,14z/data=!4m8!1m2!2m1!1sSouth+Metro+Backflow+Testing+llc!3m4!1s0x87f6310c5ffe70a3:0xb47ea332bf121adc!8m2!3d44.728832399999995!4d-93.2920068",,"[""https://southmetrobackflowtesting.com/wp-content/uploads/2018/04/backflow.jpg""]",south-metro-backflow-testing-llc-burnsville-mn,burnsville,mn
ChIJqcdlHmRvwIcRnGPjkLN3YOo,0x87c06f641e65c7a9:0xea6077b390e3639c,CBT-Certified Backflow Testing,+1 816-797-9302,https://cbtbackflowtesting.com,"16430 Sexton Rd, Platte City, MO 64079",Platte City,MO,64079.0,39.392366,-94.8366379,Water testing service,"Water testing service, Distribution service",Water testing service,5.0,1,10,testing,https://cbtbackflowtesting.com,"https://www.google.com/maps/place/CBT-Certified+Backflow+Testing/@39.392365999999996,-94.8366379,14z/data=!4m8!1m2!2m1!1sCBT-Certified+Backflow+Testing!3m4!1s0x87c06f641e65c7a9:0xea6077b390e3639c!8m2!3d39.392365999999996!4d-94.8366379",,"[""https://cbtbackflowtesting.com/wp-content/uploads/2015/12/Red-and-Blue-Backflow-Devices-320x202.png"", ""https://cbtbackflowtesting.com/wp-content/uploads/2019/05/Backflow-Guage-In-Use-2-320x202.jpg"", ""https://cbtbackflowtesting.com/wp-content/uploads/2019/05/Febco-Basement-Installation-e1564517354403-270x202.jpg""]",cbt-certified-backflow-testing-platte-city-mo,platte-city,mo
ChIJKfoIGVMNlVQRwRtBgb6miD0,0x54950d531908fa29:0x3d88a6be81411bc1,"Oregon Backflow Testing, Llc",,https://oregon.gov/oha/ph/healthyenvironments/drinkingwater/crossconnection/pages/publiclist.aspx,"15685 SW 116th Ave, Portland, OR 97224",Portland,OR,97224.0,45.4063431,-122.7973717,Plumber,Plumber,Plumber,5.0,1,10,testing,https://oregon.gov/oha/ph/healthyenvironments/drinkingwater/crossconnection/pages/publiclist.aspx,"https://www.google.com/maps/place/Oregon+Backflow+Testing%2C+Llc/@45.4063431,-122.7973717,14z/data=!4m8!1m2!2m1!1sOregon+Backflow+Testing%2C+Llc!3m4!1s0x54950d531908fa29:0x3d88a6be81411bc1!8m2!3d45.4063431!4d-122.7973717",https://search.google.com/local/reviews?placeid=ChIJKfoIGVMNlVQRwRtBgb6miD0&q=*&authuser=0&hl=en&gl=US,[],oregon-backflow-testing-llc-portland-or,portland,or
ChIJv5hiHW_DwogRchASWpgM7qU,0x88c2c36f1d6298bf:0xa5ee0c985a121072,Daneneal Global LLC / A Advanced Backflow Testing & Repair,+1 813-802-1386,https://danenealglobal.com,"3138 W Euclid Ave, Tampa, FL 33629",Tampa,FL,33629.0,27.9084147,-82.4975706,Water testing service,"Water testing service, Plumber, Property maintenance, Water treatment plant, Water treatment supplier",Water testing service,,0,10,testing,https://danenealglobal.com,"https://www.google.com/maps/place/Daneneal+Global+LLC+%2F+A+Advanced+Backflow+Testing+%26+Repair/@27.908414699999998,-82.4975706,14z/data=!4m8!1m2!2m1!1sDaneneal+Global+LLC+%2F+A+Advanced+Backflow+Testing+%26+Repair!3m4!1s0x88c2c36f1d6298bf:0xa5ee0c985a121072!8m2!3d27.908414699999998!4d-82.4975706",,"[""https://danenealglobal.com/wp-content/uploads/2021/02/Untitled-1.png"", ""https://danenealglobal.com/wp-content/uploads/2021/02/Untitled-1-292x300.png"", ""https://danenealglobal.com/wp-content/uploads/2021/02/Untitled-1-996x1024.png""]",daneneal-global-llc-a-advanced-backflow-testing-re-tampa-fl,tampa,fl
ChIJ6ec8l6tjz4cRTWkGHBE2qqY,0x87cf63ab973ce7e9:0xa6aa36111c06694d,Roto-Rooter Plumbing and Water Cleanup,+1 417-362-2224,https://rotorooter.com/springfieldmo,"326 N Kansas Expy Ste #200, Springfield, MO 65802",Springfield,MO,65802.0,37.2106401,-93.3115685,Plumber,"Plumber, Drainage service, Excavating contractor, Hot water system supplier, Water damage restoration service",Plumber,4.8,649,5,service,https://rotorooter.com/springfieldmo,"https://www.google.com/maps/place/Roto-Rooter+Plumbing+and+Water+Cleanup/@37.2106401,-93.31156849999999,14z/data=!4m8!1m2!2m1!1sRoto-Rooter+Plumbing+and+Water+Cleanup!3m4!1s0x87cf63ab973ce7e9:0xa6aa36111c06694d!8m2!3d37.2106401!4d-93.31156849999999",https://search.google.com/local/reviews?placeid=ChIJ6ec8l6tjz4cRTWkGHBE2qqY&q=*&authuser=0&hl=en&gl=US,[],roto-rooter-plumbing-and-water-cleanup-springfield-mo,springfield,mo
ChIJYZfHzGJHmYARGfpgBAXmCVU,0x80994762ccc79761:0x5509e6050460fa19,Van Allen Plumbing In Reno NV,+1 775-530-7850,https://vanallenplumbing.com,"190 W 5th Ave, Sun Valley, NV 89433",Sun Valley,NV,89433.0,39.5924506,-119.7826319,Plumber,Plumber,Plumber,4.9,638,3,service,https://vanallenplumbing.com/plumbing-services/commercial-plumbing/,"https://www.google.com/maps/place/Van+Allen+Plumbing+In+Reno+NV/@39.5924506,-119.7826319,14z/data=!4m8!1m2!2m1!1sVan+Allen+Plumbing+In+Reno+NV!3m4!1s0x80994762ccc79761:0x5509e6050460fa19!8m2!3d39.5924506!4d-119.7826319",https://search.google.com/local/reviews?placeid=ChIJYZfHzGJHmYARGfpgBAXmCVU&q=*&authuser=0&hl=en&gl=US,[],van-allen-plumbing-in-reno-nv-sun-valley-nv,sun-valley,nv
ChIJxRvv4mbBrIkRmoTizmq5keM,0x89acc166e2ef1bc5:0xe391b96acee2849a,"Triangle Backflow, Heating & Air",+1 919-205-8248,https://trianglebackflow.com,"187 Timber Creek Path, Chapel Hill, NC 27517",Chapel Hill,NC,27517.0,35.8181516,-79.0554356,HVAC contractor,"HVAC contractor, Air conditioning contractor, Air conditioning system supplier, Heating contractor, Irrigation equipment supplier",HVAC contractor,5.0,87,10,testing,https://trianglebackflow.com,"https://www.google.com/maps/place/Triangle+Backflow%2C+Heating+%26+Air/@35.8181516,-79.0554356,14z/data=!4m8!1m2!2m1!1sTriangle+Backflow%2C+Heating+%26+Air!3m4!1s0x89acc166e2ef1bc5:0xe391b96acee2849a!8m2!3d35.8181516!4d-79.0554356",https://search.google.com/local/reviews?placeid=ChIJxRvv4mbBrIkRmoTizmq5keM&q=*&authuser=0&hl=en&gl=US,"[""https://trianglebackflow.com/wp-content/uploads/2024/01/why_1.png"", ""https://trianglebackflow.com/wp-content/uploads/2024/01/why_2.png"", ""https://trianglebackflow.com/wp-content/uploads/2024/01/project-01-1024x683-1.jpg""]",triangle-backflow-heating-air-chapel-hill-nc,chapel-hill,nc
ChIJAQAAADxVkFQRdtQnxUvB_vM,0x5490553c00000001:0xf3fec14bc527d476,Mr. Rooter Plumbing of Tacoma,+1 253-259-2953,https://mrrooter.com/tacoma?cid=LSTL_MRR000199,"9412 Portland Ave E, Tacoma, WA 98445",Tacoma,WA,98445.0,47.1712316,-122.4056457,Plumber,"Plumber, Drainage service, Hot water system supplier, Septic system service, Water filter supplier",Plumber,4.8,632,3,service,https://mrrooter.com/tacoma?cid=LSTL_MRR000199,"https://www.google.com/maps/place/Mr.+Rooter+Plumbing+of+Tacoma/@47.1712316,-122.4056457,14z/data=!4m8!1m2!2m1!1sMr.+Rooter+Plumbing+of+Tacoma!3m4!1s0x5490553c00000001:0xf3fec14bc527d476!8m2!3d47.1712316!4d-122.4056457",https://search.google.com/local/reviews?placeid=ChIJAQAAADxVkFQRdtQnxUvB_vM&q=*&authuser=0&hl=en&gl=US,"[""https://mrrooter.com/brand/_assets/images/service-tiles-images/mrr_men_cleaning_kitchen_desktop_520x370.webp"", ""https://mrrooter.com/brand/_assets/images/service-tiles-images/mrr_men_repair_washarea_desktop_520x370.webp"", ""https://mrrooter.com/brand/_assets/images/service-tiles-images/mrr-image-tiles-sewer-line-repair.webp""]",mr-rooter-plumbing-of-tacoma-tacoma-wa,tacoma,wa
ChIJn3KfcL_FvIcRaem-Yp82gTo,0x87bcc5bf709f729f:0x3a81369f62bee969,Kansas Backflow Testing,+1 785-822-5040,https://kansasbackflow.com/salina,"146 S 3rd St, Salina, KS 67401",Salina,KS,67401.0,38.8385276,-97.6059576,Certification agency,Certification agency,Certification agency,5.0,127,8,testing,https://kansasbackflow.com/salina,"https://www.google.com/maps/place/Kansas+Backflow+Testing/@38.8385276,-97.6059576,14z/data=!4m8!1m2!2m1!1sKansas+Backflow+Testing!3m4!1s0x87bcc5bf709f729f:0x3a81369f62bee969!8m2!3d38.8385276!4d-97.6059576",https://search.google.com/local/reviews?placeid=ChIJn3KfcL_FvIcRaem-Yp82gTo&q=*&authuser=0&hl=en&gl=US,[],kansas-backflow-testing-salina-ks,salina,ks
ChIJW_NfJW3GyIARb7UnwHJUIrE,0x80c8c66d255ff35b:0xb1225472c027b56f,"Hawthorne Plumbing, Heating & Cooling",+1 844-236-0190,https://hawthornephc.com,"4367 W Sunset Rd Suite B, Las Vegas, NV 89118",Las Vegas,NV,89118.0,36.070188,-115.1988725,Plumber,"Plumber, Air conditioning contractor, Heating contractor, HVAC contractor",Plumber,4.7,626,7,testing,https://hawthornephc.com,"https://www.google.com/maps/place/Hawthorne+Plumbing%2C+Heating+%26+Cooling/@36.070188,-115.1988725,14z/data=!4m8!1m2!2m1!1sHawthorne+Plumbing%2C+Heating+%26+Cooling!3m4!1s0x80c8c66d255ff35b:0xb1225472c027b56f!8m2!3d36.070188!4d-115.1988725",https://search.google.com/local/reviews?placeid=ChIJW_NfJW3GyIARb7UnwHJUIrE&q=*&authuser=0&hl=en&gl=US,"[""https://hawthornephc.com/wp-content/uploads/2017/11/hand-car-mechanic-with-wrench-auto-repair-garage-300x150.webp"", ""https://hawthornephc.com/wp-content/uploads/2017/06/service-maintenance-worker-repairing-300x150.webp"", ""https://hawthornephc.com/wp-content/uploads/2023/08/HawthorneRunningManHalfCharcoal.webp""]",hawthorne-plumbing-heating-cooling-las-vegas-nv,las-vegas,nv
ChIJ2zl_O5YByIkR2CliVk2PWAY,0x89c801963b7f39db:0x6588f4d566229d8,Roto-Rooter Plumbing & Water Cleanup,+1 410-740-7235,https://rotorooter.com/dundalkmd,"38 S Dundalk Ave Ste C-LL, Dundalk, MD 21222",Dundalk,MD,21222.0,39.257118899999995,-76.5241372,Plumber,"Plumber, Contractor, Drainage service, Excavating contractor, Repair service, Water damage restoration service, Water filter supplier, Water softening equipment supplier, Water testing service",Plumber,4.9,614,5,service,https://rotorooter.com/dundalkmd,"https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/@39.257118899999995,-76.5241372,14z/data=!4m8!1m2!2m1!1sRoto-Rooter+Plumbing+%26+Water+Cleanup!3m4!1s0x89c801963b7f39db:0x6588f4d566229d8!8m2!3d39.257118899999995!4d-76.5241372",https://search.google.com/local/reviews?placeid=ChIJ2zl_O5YByIkR2CliVk2PWAY&q=*&authuser=0&hl=en&gl=US,[],roto-rooter-plumbing-water-cleanup-dundalk-md,dundalk,md
ChIJEbl0IBUFm4ARWrwvWy-5emc,0x809b05152074b911:0x677ab92f5b2fbc5a,American River Backflow,+1 530-232-8116,https://americanriverbackflow.com,"100 Harrison Ave, Auburn, CA 95603",Auburn,CA,95603.0,38.8993469,-121.0669741,Water testing service,Water testing service,Water testing service,5.0,61,10,testing,https://americanriverbackflow.com,"https://www.google.com/maps/place/American+River+Backflow/@38.8993469,-121.0669741,14z/data=!4m8!1m2!2m1!1sAmerican+River+Backflow!3m4!1s0x809b05152074b911:0x677ab92f5b2fbc5a!8m2!3d38.8993469!4d-121.0669741",https://search.google.com/local/reviews?placeid=ChIJEbl0IBUFm4ARWrwvWy-5emc&q=*&authuser=0&hl=en&gl=US,[],american-river-backflow-auburn-ca,auburn,ca
ChIJUTWj1xIOsYkRIZOus7mUuQU,0x89b10e12d7a33551:0x5b994b9b3ae9321,Roto-Rooter Plumbing & Drain Services,+1 804-714-0861,https://rotorooter.com/richmond,"2921 Cardwell Rd, Richmond, VA 23234",Richmond,VA,23234.0,37.4563864,-77.4563036,Plumber,"Plumber, Contractor, Drainage service, Excavating contractor, Repair service, Water jet cutting service",Plumber,4.5,606,5,service,https://rotorooter.com/richmond,"https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Drain+Services/@37.4563864,-77.4563036,14z/data=!4m8!1m2!2m1!1sRoto-Rooter+Plumbing+%26+Drain+Services!3m4!1s0x89b10e12d7a33551:0x5b994b9b3ae9321!8m2!3d37.4563864!4d-77.4563036",https://search.google.com/local/reviews?placeid=ChIJUTWj1xIOsYkRIZOus7mUuQU&q=*&authuser=0&hl=en&gl=US,[],roto-rooter-plumbing-drain-services-richmond-va,richmond,va
ChIJyVw9YWMYfyMRTJR83F5VkEA,0x237f1863613d5cc9:0x4090555edc7c944c,Superior Plumbing Solutions,+1 239-518-2469,https://superiorplumbingflorida.com,"1014 SE 12th Ct #5, Cape Coral, FL 33990",Cape Coral,FL,33990.0,26.6334853,-81.94813769999999,Plumber,"Plumber, Drainage service, Water filter supplier, Water pump supplier, Water softening equipment supplier, Water testing service, Water treatment supplier",Plumber,5.0,606,3,service,https://superiorplumbingflorida.com,"https://www.google.com/maps/place/Superior+Plumbing+Solutions/@26.6334853,-81.94813769999999,14z/data=!4m8!1m2!2m1!1sSuperior+Plumbing+Solutions!3m4!1s0x237f1863613d5cc9:0x4090555edc7c944c!8m2!3d26.6334853!4d-81.94813769999999",https://search.google.com/local/reviews?placeid=ChIJyVw9YWMYfyMRTJR83F5VkEA&q=*&authuser=0&hl=en&gl=US,"[""https://superiorplumbingflorida.com/wp-content/uploads/2025/12/IMG_9251-scaled-1.jpg"", ""https://superiorplumbingflorida.com/wp-content/uploads/2025/06/CEAA84FD-D139-465F-9DB7-EB22284AA190-1.jpg"", ""https://superiorplumbingflorida.com/wp-content/uploads/2025/12/cape-coral-drain-cleaning-hydrojetter.jpg""]",superior-plumbing-solutions-cape-coral-fl,cape-coral,fl
ChIJLSNyXjVd84gRNwqLGYSfXrg,0x88f35d355e72232d:0xb85e9f84198b0a37,"Dixie Electric, Plumbing & Air",+1 762-354-0045,https://calldixie.com,"3155 Williams Rd Suite C1, Columbus, GA 31909",Columbus,GA,31909.0,32.5653997,-84.9379263,Plumber,"Plumber, Air conditioning contractor, Air conditioning repair service, Electrician, HVAC contractor",HVAC contractor,4.9,599,10,testing,https://calldixie.com/residential/plumbing/backflow/,"https://www.google.com/maps/place/Dixie+Electric%2C+Plumbing+%26+Air/@32.5653997,-84.9379263,14z/data=!4m8!1m2!2m1!1sDixie+Electric%2C+Plumbing+%26+Air!3m4!1s0x88f35d355e72232d:0xb85e9f84198b0a37!8m2!3d32.5653997!4d-84.9379263",https://search.google.com/local/reviews?placeid=ChIJLSNyXjVd84gRNwqLGYSfXrg&q=*&authuser=0&hl=en&gl=US,"[""https://calldixie.com/wp-content/uploads/2024/01/Dixie_character_right_thumbsup_CMYK-273x300.png"", ""https://calldixie.com/wp-content/uploads/2024/01/Dixie_character_right_thumbsup_CMYK-930x1024.png"", ""https://calldixie.com/wp-content/uploads/2024/01/Dixie_character_right_thumbsup_CMYK-768x845.png""]",dixie-electric-plumbing-air-columbus-ga,columbus,ga
ChIJ6b8_zsDtMIgR6GgBmawW1J8,0x8830edc0ce3fbfe9:0x9fd416ac990168e8,H. Jack's Plumbing and Heating,+1 216-691-9935,https://hjacks.com,"15120 Industrial Pkwy, Cleveland, OH 44135",Cleveland,OH,44135.0,41.4257177,-81.8030495,Plumber,"Plumber, Air conditioning contractor, Air conditioning repair service, Furnace repair service, Heating contractor, HVAC contractor, Waterproofing service",Plumber,4.8,599,4,service,https://hjacks.com/plumbing/,"https://www.google.com/maps/place/H.+Jack%27s+Plumbing+and+Heating/@41.4257177,-81.8030495,14z/data=!4m8!1m2!2m1!1sH.+Jack%27s+Plumbing+and+Heating!3m4!1s0x8830edc0ce3fbfe9:0x9fd416ac990168e8!8m2!3d41.4257177!4d-81.8030495",https://search.google.com/local/reviews?placeid=ChIJ6b8_zsDtMIgR6GgBmawW1J8&q=*&authuser=0&hl=en&gl=US,"[""https://hjacks.com/wp-content/uploads/2023/03/super-plumber.png""]",h-jacks-plumbing-and-heating-cleveland-oh,cleveland,oh
ChIJR2ye6iTuDogRVg7b0WSA9GM,0x880eee24ea9e6c47:0x63f48064d1db0e56,"Blue Whale Backflow, Plumbing, & Excavating",+1 630-737-1250,https://bluewhaleplumbing.com,"801 N Raddant Rd, Batavia, IL 60510",Batavia,IL,60510.0,41.8585432,-88.2937685,Plumber,Plumber,Plumber,4.5,46,8,testing,https://bluewhaleplumbing.com,"https://www.google.com/maps/place/Blue+Whale+Backflow%2C+Plumbing%2C+%26+Excavating/@41.8585432,-88.2937685,14z/data=!4m8!1m2!2m1!1sBlue+Whale+Backflow%2C+Plumbing%2C+%26+Excavating!3m4!1s0x880eee24ea9e6c47:0x63f48064d1db0e56!8m2!3d41.8585432!4d-88.2937685",https://search.google.com/local/reviews?placeid=ChIJR2ye6iTuDogRVg7b0WSA9GM&q=*&authuser=0&hl=en&gl=US,"[""https://le-cdn.hibuwebsites.com/eaf0725180a145c38f2ea475563191ce/dms3rep/multi/opt/home0-1920w.jpg""]",blue-whale-backflow-plumbing-excavating-batavia-il,batavia,il
ChIJc6wQ3m3nFYgR9i_n7Cp3Ks8,0x8815e76dde10ac73:0xcf2a772aece72ff6,Mr. Rooter Plumbing of Fort Wayne,+1 260-205-8253,https://mrrooter.com/fort-wayne?cid=LSTL_MRR000199,"8717 Illinois Rd, Fort Wayne, IN 46804",Fort Wayne,IN,46804.0,41.0735106,-85.2566131,Plumber,"Plumber, Drainage service, Hot water system supplier, Septic system service, Water filter supplier",Plumber,4.8,591,3,service,https://mrrooter.com/fort-wayne?cid=LSTL_MRR000199,"https://www.google.com/maps/place/Mr.+Rooter+Plumbing+of+Fort+Wayne/@41.0735106,-85.2566131,14z/data=!4m8!1m2!2m1!1sMr.+Rooter+Plumbing+of+Fort+Wayne!3m4!1s0x8815e76dde10ac73:0xcf2a772aece72ff6!8m2!3d41.0735106!4d-85.2566131",https://search.google.com/local/reviews?placeid=ChIJc6wQ3m3nFYgR9i_n7Cp3Ks8&q=*&authuser=0&hl=en&gl=US,"[""https://mrrooter.com/brand/_assets/images/service-tiles-images/mrr_men_cleaning_kitchen_desktop_520x370.webp"", ""https://mrrooter.com/brand/_assets/images/service-tiles-images/mrr_men_repair_washarea_desktop_520x370.webp"", ""https://mrrooter.com/brand/_assets/images/service-tiles-images/mrr-image-tiles-sewer-line-repair.webp""]",mr-rooter-plumbing-of-fort-wayne-fort-wayne-in,fort-wayne,in
ChIJZ2WEhj0524gRyIdryztuTfc,0x88db393d86846567:0xf74d6e3bcb6b87c8,GP Plumbing,+1 239-486-4609,https://gpplumb.com,"866 SE 47th St, Cape Coral, FL 33904",Cape Coral,FL,33904.0,26.5643674,-81.9549936,Plumber,Plumber,Plumber,4.7,589,10,testing,https://gpplumb.com,"https://www.google.com/maps/place/GP+Plumbing/@26.5643674,-81.9549936,14z/data=!4m8!1m2!2m1!1sGP+Plumbing!3m4!1s0x88db393d86846567:0xf74d6e3bcb6b87c8!8m2!3d26.5643674!4d-81.9549936",https://search.google.com/local/reviews?placeid=ChIJZ2WEhj0524gRyIdryztuTfc&q=*&authuser=0&hl=en&gl=US,[],gp-plumbing-cape-coral-fl,cape-coral,fl
ChIJk_vWmrZJw4ARh-gMELd4EuU,0x80c349b69ad6fb93:0xe51278b7100ce887,Mr. Rooter Plumbing of The Inland Empire,+1 909-328-6275,https://mrrooter.com/inland-empire?cid=LSTL_MRR000199,"6101 Cherry Ave Suite 206, Fontana, CA 92336",Fontana,CA,92336.0,34.1425242,-117.4866053,Plumber,"Plumber, Drainage service, Hot water system supplier, Septic system service, Water filter supplier",Plumber,4.8,589,3,service,https://mrrooter.com/inland-empire?cid=LSTL_MRR000199,"https://www.google.com/maps/place/Mr.+Rooter+Plumbing+of+The+Inland+Empire/@34.1425242,-117.4866053,14z/data=!4m8!1m2!2m1!1sMr.+Rooter+Plumbing+of+The+Inland+Empire!3m4!1s0x80c349b69ad6fb93:0xe51278b7100ce887!8m2!3d34.1425242!4d-117.4866053",https://search.google.com/local/reviews?placeid=ChIJk_vWmrZJw4ARh-gMELd4EuU&q=*&authuser=0&hl=en&gl=US,"[""https://mrrooter.com/brand/_assets/images/service-tiles-images/mrr_men_cleaning_kitchen_desktop_520x370.webp"", ""https://mrrooter.com/brand/_assets/images/service-tiles-images/mrr_men_repair_washarea_desktop_520x370.webp"", ""https://mrrooter.com/brand/_assets/images/service-tiles-images/mrr-image-tiles-sewer-line-repair.webp""]",mr-rooter-plumbing-of-the-inland-empire-fontana-ca,fontana,ca
ChIJ5RooAW_uNIgRPNBkxOFutDk,0x8834ee6f01281ae5:0x39b46ee1c464d03c,"Stahl Plumbing, Heating & Air Inc",+1 412-273-1000,https://stahlplumbingpittsburgh.com,"1924 McCague St, Pittsburgh, PA 15218",Pittsburgh,PA,15218.0,40.4218373,-79.8883951,Plumber,"Plumber, Heating contractor, HVAC contractor",Plumber,4.6,585,7,testing,https://stahlplumbingpittsburgh.com/plumbing,"https://www.google.com/maps/place/Stahl+Plumbing%2C+Heating+%26+Air+Inc/@40.4218373,-79.8883951,14z/data=!4m8!1m2!2m1!1sStahl+Plumbing%2C+Heating+%26+Air+Inc!3m4!1s0x8834ee6f01281ae5:0x39b46ee1c464d03c!8m2!3d40.4218373!4d-79.8883951",https://search.google.com/local/reviews?placeid=ChIJ5RooAW_uNIgRPNBkxOFutDk&q=*&authuser=0&hl=en&gl=US,"[""https://transform.octanecdn.com/width/500/https://octanecdn.com/stahlplumbingpittsburghcom/stahlplumbingpittsburghcom_198240263.png"", ""https://transform.octanecdn.com/width/1000/https://octanecdn.com/stahlplumbingpittsburghcom/stahlplumbingpittsburghcom_198240263.png""]",stahl-plumbing-heating-air-inc-pittsburgh-pa,pittsburgh,pa
ChIJ_za51lAoMYgRMgWqSV_TMoM,0x88312850d6b936ff:0x8332d35f49aa0532,H. Jack's Plumbing and Heating Akron,+1 330-762-7011,https://hjacks.com,"1055 Evans Ave, Akron, OH 44305",Akron,OH,44305.0,41.093618,-81.4777134,Plumber,"Plumber, Furnace repair service, Heating contractor, HVAC contractor",Plumber,4.7,583,4,service,https://hjacks.com/plumbing/,"https://www.google.com/maps/place/H.+Jack%27s+Plumbing+and+Heating+Akron/@41.093618,-81.4777134,14z/data=!4m8!1m2!2m1!1sH.+Jack%27s+Plumbing+and+Heating+Akron!3m4!1s0x88312850d6b936ff:0x8332d35f49aa0532!8m2!3d41.093618!4d-81.4777134",https://search.google.com/local/reviews?placeid=ChIJ_za51lAoMYgRMgWqSV_TMoM&q=*&authuser=0&hl=en&gl=US,"[""https://hjacks.com/wp-content/uploads/2023/03/super-plumber.png""]",h-jacks-plumbing-and-heating-akron-akron-oh,akron,oh
